theta_rad,theta_deg,Fz_mN,Fx_mN
1.418594490192344848e+00,8.127947712853401185e+01,5.242983526912600501e+05,4.929674173760447593e+04
1.417794490192344714e+00,8.123364050492354238e+01,4.972604362317674095e+05,4.400735626124140254e+04
1.416994490192344802e+00,8.118780388131307291e+01,4.767433949508878286e+05,3.996211463143465517e+04
1.416194490192344890e+00,8.114196725770261764e+01,4.590963124494975200e+05,3.664644026995929744e+04
1.415394490192344978e+00,8.109613063409216238e+01,5.045924635912569356e+05,4.355366225538834260e+04
1.414594490192344844e+00,8.105029401048167870e+01,4.759135726850604406e+05,3.925305260247040860e+04
1.413794490192344933e+00,8.100445738687122343e+01,4.732033755032033077e+05,3.944639231909628870e+04
1.412994490192344799e+00,8.095862076326075396e+01,4.532897984490080271e+05,3.734866631101184612e+04
1.412194490192344887e+00,8.091278413965028449e+01,4.361304973410429084e+05,3.611037759661500604e+04
1.411394490192344975e+00,8.086694751603982922e+01,4.713768910508170375e+05,4.370123950622457050e+04
1.410594490192344841e+00,8.082111089242935975e+01,5.105087747288538958e+05,5.237380663544360868e+04
1.409794490192344929e+00,8.077527426881889028e+01,4.787822447235036525e+05,4.994759199317075399e+04
1.408994490192344795e+00,8.072943764520842080e+01,4.557609758873883984e+05,4.917479419916064944e+04
1.408194490192344883e+00,8.068360102159796554e+01,4.371057544438201003e+05,4.930002746428742830e+04
1.407394490192344971e+00,8.063776439798749607e+01,4.211220640991652035e+05,4.998748429025425867e+04
1.406594490192344837e+00,8.059192777437702659e+01,4.069997963850665255e+05,5.104388141220653051e+04
1.405794490192344925e+00,8.054609115076657133e+01,3.942992643808025168e+05,5.234058310661926225e+04
1.404994490192344792e+00,8.050025452715608765e+01,5.535054110562811838e+05,7.250302495944184193e+04
1.404194490192344880e+00,8.045441790354563238e+01,5.789570016072930302e+05,7.796180243858775066e+04
1.403394490192344968e+00,8.040858127993516291e+01,5.441565291543975472e+05,7.280987026218081883e+04
1.402594490192344834e+00,8.036274465632469344e+01,5.200715107521625469e+05,6.857015259927217267e+04
1.401794490192344922e+00,8.031690803271423817e+01,5.010931797857614583e+05,6.419146222500343720e+04
1.400994490192344788e+00,8.027107140910376870e+01,4.850117550027666730e+05,5.993140237508436257e+04
1.400194490192344876e+00,8.022523478549329923e+01,4.707237041293813963e+05,5.576005825731183722e+04
1.399394490192344964e+00,8.017939816188284397e+01,5.463108257652969332e+05,6.700232245113814133e+04
1.398594490192344830e+00,8.013356153827236028e+01,5.724864127989291446e+05,7.089512413740779448e+04
1.397794490192344918e+00,8.008772491466190502e+01,5.397621886683133198e+05,6.382258727473643376e+04
1.396994490192344784e+00,8.004188829105143554e+01,5.664883706633892143e+05,6.677351922915787145e+04
1.396194490192344873e+00,7.999605166744096607e+01,5.384381723153861240e+05,6.013969985350043135e+04
1.395394490192344961e+00,7.995021504383051081e+01,5.173679876784767839e+05,5.484078398621618544e+04
1.394594490192344827e+00,7.990437842022004133e+01,5.798241216956867138e+05,6.461002661046395951e+04
1.393794490192344915e+00,7.985854179660957186e+01,5.456073495242430363e+05,5.769911009337822179e+04
1.392994490192344781e+00,7.981270517299910239e+01,5.328076371108347084e+05,5.513151581482843176e+04
1.392194490192344869e+00,7.976686854938864712e+01,5.718135417122099316e+05,6.229770413044418819e+04
1.391394490192344957e+00,7.972103192577817765e+01,5.406056205639821710e+05,5.720202198923960532e+04
1.390594490192345045e+00,7.967519530216772239e+01,5.170180025117390323e+05,5.388218560086764774e+04
1.389794490192344911e+00,7.962935867855725292e+01,4.971871662085158168e+05,5.168918985290337150e+04
1.388994490192344777e+00,7.958352205494676923e+01,5.444945667733455775e+05,6.228520924719000323e+04
1.388194490192344865e+00,7.953768543133631397e+01,5.570505636744326912e+05,6.702000288563311915e+04
1.387394490192344954e+00,7.949184880772585871e+01,5.256536506572210928e+05,6.409363289924021956e+04
1.386594490192345042e+00,7.944601218411538923e+01,5.022131427313979948e+05,6.299692800694896869e+04
1.385794490192344908e+00,7.940017556050491976e+01,4.830156382592900773e+05,6.297686633634143800e+04
1.384994490192344774e+00,7.935433893689445028e+01,5.221456271548441728e+05,7.413669424608614645e+04
1.384194490192344862e+00,7.930850231328398081e+01,4.958747610974638956e+05,7.319494386749636033e+04
1.383394490192344950e+00,7.926266568967352555e+01,4.763106477384702885e+05,7.360015346217347542e+04
1.382594490192345038e+00,7.921682906606305608e+01,5.145787046101427404e+05,8.505074233337819169e+04
1.381794490192344904e+00,7.917099244245258660e+01,4.887212441255064914e+05,8.431408340714671067e+04
1.380994490192344770e+00,7.912515581884211713e+01,4.699203289507249137e+05,8.447902075208256429e+04
1.380194490192344858e+00,7.907931919523164765e+01,4.626867246073003625e+05,8.540717953105524066e+04
1.379394490192344946e+00,7.903348257162119239e+01,4.499367402531140251e+05,8.390079601163047482e+04
1.378594490192345035e+00,7.898764594801073713e+01,4.771936314092196408e+05,8.985030441369961773e+04
1.377794490192344901e+00,7.894180932440025344e+01,4.669649402832580381e+05,8.854781201268776204e+04
1.376994490192344767e+00,7.889597270078978397e+01,5.054144065826490987e+05,9.679535758815254667e+04
1.376194490192344855e+00,7.885013607717932871e+01,6.382476127786386060e+05,8.236584703775272646e+04
1.375394490192344943e+00,7.880429945356885924e+01,6.026961866353909718e+05,7.468131614166122745e+04
1.374594490192345031e+00,7.875846282995840397e+01,5.770717307924914639e+05,6.705974327212943172e+04
1.373794490192344897e+00,7.871262620634793450e+01,5.408750574072072050e+05,6.153272368387077586e+04
1.372994490192344763e+00,7.866678958273745081e+01,5.165505757845023763e+05,5.633952553161733522e+04
1.372194490192344851e+00,7.862095295912699555e+01,4.967547354268663330e+05,5.173846702429455763e+04
1.371394490192344939e+00,7.857511633551654029e+01,4.793733717225289438e+05,4.772596273763358477e+04
1.370594490192345027e+00,7.852927971190607082e+01,4.634625242776662926e+05,4.430901313272839616e+04
1.369794490192344893e+00,7.848344308829560134e+01,5.844001154460634571e+05,6.916012683856229705e+04
1.368994490192344760e+00,7.843760646468513187e+01,5.835204413692430826e+05,7.205073491019773064e+04
1.368194490192344848e+00,7.839176984107466239e+01,5.466837093926579691e+05,6.727542050981105422e+04
1.367394490192344936e+00,7.834593321746420713e+01,5.551555311519510578e+05,7.177412439882052422e+04
1.366594490192345024e+00,7.830009659385373766e+01,5.276803411588154268e+05,6.904319102818156534e+04
1.365794490192344890e+00,7.825425997024326819e+01,5.154305654874129687e+05,6.972097973065102997e+04
1.364994490192344756e+00,7.820842334663279871e+01,4.968003547608827357e+05,6.935575064498634310e+04
1.364194490192344844e+00,7.816258672302232924e+01,5.520140444560731994e+05,8.472717905486848031e+04
1.363394490192344932e+00,7.811675009941187398e+01,5.215538608571963268e+05,8.278258147613577603e+04
1.362594490192345020e+00,7.807091347580141871e+01,5.460342751823053695e+05,9.256760094689863035e+04
1.361794490192344886e+00,7.802507685219093503e+01,5.182787683066154714e+05,9.136565198485640576e+04
1.360994490192344752e+00,7.797924022858046555e+01,4.979194395124039729e+05,9.172311254358111182e+04
1.360194490192344841e+00,7.793340360497001029e+01,5.249398711501364596e+05,1.013390540801732132e+05
1.359394490192344929e+00,7.788756698135954082e+01,5.128672217806862318e+05,9.954242129841407586e+04
1.358594490192345017e+00,7.784173035774908556e+01,5.038427958976785303e+05,9.843227014172195049e+04
1.357794490192344883e+00,7.779589373413861608e+01,5.549755261205892311e+05,1.104341993115248915e+05
1.356994490192344749e+00,7.775005711052813240e+01,5.336540184416746488e+05,1.068841959574915381e+05
1.356194490192344837e+00,7.770422048691767714e+01,5.560297163827039767e+05,1.129067826400559279e+05
1.355394490192344925e+00,7.765838386330722187e+01,5.369334741263613105e+05,1.099260427309890511e+05
1.354594490192344791e+00,7.761254723969673819e+01,5.694980261404396733e+05,1.181647669822006574e+05
1.353794490192344879e+00,7.756671061608628293e+01,5.484470398802275304e+05,1.127979251650347578e+05
1.352994490192344967e+00,7.752087399247582766e+01,5.332163830581426155e+05,1.086337618538096576e+05
1.352194490192344833e+00,7.747503736886534398e+01,5.209727895046288613e+05,1.050807560802824737e+05
1.351394490192344922e+00,7.742920074525488872e+01,5.104648056062931428e+05,1.018792754603428475e+05
1.350594490192344788e+00,7.738336412164441924e+01,5.537396207805942977e+05,1.106928652281584509e+05
1.349794490192344876e+00,7.733752749803394977e+01,5.735893618684227113e+05,1.143190445539528591e+05
1.348994490192344964e+00,7.729169087442349451e+01,5.577461075793816708e+05,1.099454043323083897e+05
1.348194490192344830e+00,7.724585425081301082e+01,5.410102310244066175e+05,1.052560665456659772e+05
1.347394490192344918e+00,7.720001762720255556e+01,5.278254156199829886e+05,1.012038080524199613e+05
1.346594490192344784e+00,7.715418100359208609e+01,5.165377374771697796e+05,9.752648457859181508e+04
1.345794490192344872e+00,7.710834437998161661e+01,5.550805828850182006e+05,1.052325195614206168e+05
1.344994490192344960e+00,7.706250775637116135e+01,5.352664290119551588e+05,9.962250803712033667e+04
1.344194490192344826e+00,7.701667113276069188e+01,5.203977704518582905e+05,9.517048674928213586e+04
1.343394490192344914e+00,7.697083450915022240e+01,5.598309222707388690e+05,1.033391636917379656e+05
1.342594490192344781e+00,7.692499788553975293e+01,5.632043372702634661e+05,1.033135916686033161e+05
1.341794490192344869e+00,7.687916126192929767e+01,5.420077606365926331e+05,9.765499145044997567e+04
1.340994490192344957e+00,7.683332463831882819e+01,6.502580707769636065e+05,1.223831480018297152e+05
1.340194490192344823e+00,7.678748801470835872e+01,6.160859386171713704e+05,1.163224533443116525e+05
1.339394490192344911e+00,7.674165139109790346e+01,6.309635156378221000e+05,1.213128952125684300e+05
1.338594490192344777e+00,7.669581476748741977e+01,6.045458964539259905e+05,1.163219562630961882e+05
1.337794490192344865e+00,7.664997814387696451e+01,5.845107538183871657e+05,1.128026470807644946e+05
1.336994490192344953e+00,7.660414152026650925e+01,6.123873231309736148e+05,1.207896408819644857e+05
1.336194490192344819e+00,7.655830489665602556e+01,5.886079065552963875e+05,1.166681538407090993e+05
1.335394490192344907e+00,7.651246827304557030e+01,6.162210291808565380e+05,1.250423560280753009e+05
1.334594490192344773e+00,7.646663164943510083e+01,5.907234487056264188e+05,1.208846654375632352e+05
1.333794490192344862e+00,7.642079502582463135e+01,6.534774781080191024e+05,1.363925792120528931e+05
1.332994490192344950e+00,7.637495840221417609e+01,6.206772478164220229e+05,1.283028696105074923e+05
1.332194490192344816e+00,7.632912177860370662e+01,5.976016096066782484e+05,1.226932882996825647e+05
1.331394490192344904e+00,7.628328515499323714e+01,5.795231159922946244e+05,1.182335094266466476e+05
1.330594490192344992e+00,7.623744853138278188e+01,5.596019555335086770e+05,1.149529913268868986e+05
1.329794490192344858e+00,7.619161190777229820e+01,5.430396630609423155e+05,1.115755366578764952e+05
1.328994490192344946e+00,7.614577528416184293e+01,5.368520837953834562e+05,1.103236728087169904e+05
1.328194490192344812e+00,7.609993866055137346e+01,5.525005951279733563e+05,1.142731343567028671e+05
1.327394490192344900e+00,7.605410203694090399e+01,6.025225183432524791e+05,1.263763390808789700e+05
1.326594490192344988e+00,7.600826541333044872e+01,6.858258884839751991e+05,1.463962820214841922e+05
1.325794490192344854e+00,7.596242878971997925e+01,6.442275043287009466e+05,1.351614004398338147e+05
1.324994490192344943e+00,7.591659216610950978e+01,6.162670486370734870e+05,1.272919693763425894e+05
1.324194490192344809e+00,7.587075554249904030e+01,5.953449369861572050e+05,1.211445618158026627e+05
1.323394490192344897e+00,7.582491891888858504e+01,5.784188806586305145e+05,1.159814378696116473e+05
1.322594490192344985e+00,7.577908229527811557e+01,5.638982703391959658e+05,1.114455520945534226e+05
1.321794490192344851e+00,7.573324567166764609e+01,5.508772861815473298e+05,1.073593827568312408e+05
1.320994490192344939e+00,7.568740904805719083e+01,5.388166985184760997e+05,1.036390561362356239e+05
1.320194490192344805e+00,7.564157242444670715e+01,5.275333147822080646e+05,9.993924500794801861e+04
1.319394490192344893e+00,7.559573580083625188e+01,5.166797671267613769e+05,9.654419448676674801e+04
1.318594490192344981e+00,7.554989917722578241e+01,5.579498274696459994e+05,1.068867911861522443e+05
1.317794490192344847e+00,7.550406255361531294e+01,5.751008869427058380e+05,1.114523721619608259e+05
1.316994490192344935e+00,7.545822593000485767e+01,5.499783913224398857e+05,1.055299014455604338e+05
1.316194490192344801e+00,7.541238930639438820e+01,5.667105750026446767e+05,1.109413878348966973e+05
1.315394490192344890e+00,7.536655268278391873e+01,5.435035834655429935e+05,1.064405210590298811e+05
1.314594490192344978e+00,7.532071605917346346e+01,5.546192065828579944e+05,1.113678610070549184e+05
1.313794490192344844e+00,7.527487943556297978e+01,5.340328238480130676e+05,1.084353009851092647e+05
1.312994490192344932e+00,7.522904281195252452e+01,5.177087443346387008e+05,1.070025187000418227e+05
1.312194490192344798e+00,7.518320618834205504e+01,6.092036823034243425e+05,1.231935431059913244e+05
1.311394490192344886e+00,7.513736956473158557e+01,6.056135839795385255e+05,1.238410213266336796e+05
1.310594490192344974e+00,7.509153294112113031e+01,6.360079522586043458e+05,1.333043855156961654e+05
1.309794490192344840e+00,7.504569631751066083e+01,6.077704640544684371e+05,1.269928683017827134e+05
1.308994490192344928e+00,7.499985969390019136e+01,5.865870284409475280e+05,1.224452314192479244e+05
1.308194490192344794e+00,7.495402307028972189e+01,6.133184716732081724e+05,1.307051845401614992e+05
1.307394490192344882e+00,7.490818644667926662e+01,5.896477516285522142e+05,1.243735151367981598e+05
1.306594490192344971e+00,7.486234982306879715e+01,5.719879769211859675e+05,1.189952046621920599e+05
1.305794490192344837e+00,7.481651319945832768e+01,5.632301589354292955e+05,1.157474784928488807e+05
1.304994490192344925e+00,7.477067657584787241e+01,5.865721388899360318e+05,1.211058728575443529e+05
1.304194490192344791e+00,7.472483995223738873e+01,6.416658918461640133e+05,1.351384265316425299e+05
1.303394490192344879e+00,7.467900332862693347e+01,6.120633830247744918e+05,1.270701752885713795e+05
1.302594490192344967e+00,7.463316670501647820e+01,5.911688013000875944e+05,1.212535195490689948e+05
1.301794490192344833e+00,7.458733008140599452e+01,6.200410159261741210e+05,1.291118954485286231e+05
1.300994490192344921e+00,7.454149345779553926e+01,5.956322149538249942e+05,1.223951982687120617e+05
1.300194490192344787e+00,7.449565683418506978e+01,6.076089856767583406e+05,1.253585731550623750e+05
1.299394490192344875e+00,7.444982021057460031e+01,5.856379260641565779e+05,1.188482906159251870e+05
1.298594490192344963e+00,7.440398358696414505e+01,5.680742917076918529e+05,1.138934835656920768e+05
1.297794490192344830e+00,7.435814696335367557e+01,5.947595543900303310e+05,1.217620630423355033e+05
1.296994490192344918e+00,7.431231033974320610e+01,5.718658071992390323e+05,1.162775524493959238e+05
1.296194490192344784e+00,7.426647371613273663e+01,6.172771435091712046e+05,1.305612426928652712e+05
1.295394490192344872e+00,7.422063709252226715e+01,5.872879141109199263e+05,1.243777236402990529e+05
1.294594490192344960e+00,7.417480046891181189e+01,5.649618915425736923e+05,1.209745711116520251e+05
1.293794490192344826e+00,7.412896384530134242e+01,5.468125068461108021e+05,1.192352438621360197e+05
1.292994490192344914e+00,7.408312722169087294e+01,5.312882411156625021e+05,1.186449520533844625e+05
1.292194490192344780e+00,7.403729059808040347e+01,6.150888085372505011e+05,1.467915006119504687e+05
1.291394490192344868e+00,7.399145397446994821e+01,5.836721340163692366e+05,1.423028343295383966e+05
1.290594490192344956e+00,7.394561735085947873e+01,5.615711075456355466e+05,1.406475590842028032e+05
1.289794490192344822e+00,7.389978072724900926e+01,5.443447814867014531e+05,1.405001353033212072e+05
1.288994490192344911e+00,7.385394410363855400e+01,5.303739041302953847e+05,1.407866732216133096e+05
1.288194490192344777e+00,7.380810748002807031e+01,5.190535157940179342e+05,1.400260768745742971e+05
1.287394490192344865e+00,7.376227085641761505e+01,5.706388596784312977e+05,1.554109879936742072e+05
1.286594490192344953e+00,7.371643423280715979e+01,5.934721222303543473e+05,1.625262145140746143e+05
1.285794490192344819e+00,7.367059760919667610e+01,5.784517115723645547e+05,1.587370147076772409e+05
1.284994490192344907e+00,7.362476098558622084e+01,5.677264301290066214e+05,1.562759433956790017e+05
1.284194490192344995e+00,7.357892436197575137e+01,6.753969912137852516e+05,1.404246520911441476e+05
1.283394490192344861e+00,7.353308773836528189e+01,6.494366066755078500e+05,1.346617681423024624e+05
1.282594490192344949e+00,7.348725111475482663e+01,6.286014313173512928e+05,1.290373682827094453e+05
1.281794490192344815e+00,7.344141449114435716e+01,6.482679717373858439e+05,1.344300035356728185e+05
1.280994490192344903e+00,7.339557786753388768e+01,6.048561215307674138e+05,1.264311034048713627e+05
1.280194490192344992e+00,7.334974124392343242e+01,5.776973069992093369e+05,1.203267732449029863e+05
1.279394490192344858e+00,7.330390462031294874e+01,5.571342838631500490e+05,1.156732012676566228e+05
1.278594490192344946e+00,7.325806799670249347e+01,6.212483619365224149e+05,1.365885519772078842e+05
1.277794490192344812e+00,7.321223137309202400e+01,5.924921704130424187e+05,1.299936993542743876e+05
1.276994490192344900e+00,7.316639474948155453e+01,5.684258647074553883e+05,1.252934747746163630e+05
1.276194490192344988e+00,7.312055812587109926e+01,5.489203240390352439e+05,1.225203914485142886e+05
1.275394490192344854e+00,7.307472150226062979e+01,6.008880179782133782e+05,1.420529606078542129e+05
1.274594490192344942e+00,7.302888487865016032e+01,5.734744721788817551e+05,1.386709807815471140e+05
1.273794490192344808e+00,7.298304825503969084e+01,5.856807567584395874e+05,1.475464351475530420e+05
1.272994490192344896e+00,7.293721163142923558e+01,5.629069821144499583e+05,1.457830550469328300e+05
1.272194490192344984e+00,7.289137500781876611e+01,5.454561127659316408e+05,1.456626105620746384e+05
1.271394490192344850e+00,7.284553838420829663e+01,5.714801325776518788e+05,1.582860928698276693e+05
1.270594490192344939e+00,7.279970176059784137e+01,5.829421876570244785e+05,1.620491303124486585e+05
1.269794490192344805e+00,7.275386513698735769e+01,5.744204450097404188e+05,1.593974829916385061e+05
1.268994490192344893e+00,7.270802851337690242e+01,6.154640991189024644e+05,1.721375157047432149e+05
1.268194490192344981e+00,7.266219188976644716e+01,5.987031287523719948e+05,1.669341856994718546e+05
1.267394490192344847e+00,7.261635526615596348e+01,5.863429296121025691e+05,1.631402241017653432e+05
1.266594490192344935e+00,7.257051864254550821e+01,6.450255450622924836e+05,1.817186894237622037e+05
1.265794490192344801e+00,7.252468201893503874e+01,6.481450098699397640e+05,1.833423187601559330e+05
1.264994490192344889e+00,7.247884539532456927e+01,6.277205155203079339e+05,1.776882574158984353e+05
1.264194490192344977e+00,7.243300877171411400e+01,6.127472837923811749e+05,1.737613349194240582e+05
1.263394490192344843e+00,7.238717214810363032e+01,6.005881778069608845e+05,1.707840714011842210e+05
1.262594490192344932e+00,7.234133552449317506e+01,6.175098966558880638e+05,1.750930138933754351e+05
1.261794490192344798e+00,7.229549890088270558e+01,6.030816146531882696e+05,1.693384242348367698e+05
1.260994490192344886e+00,7.224966227727223611e+01,6.251750533610717393e+05,1.753560489035374194e+05
1.260194490192344974e+00,7.220382565366178085e+01,6.082409412846763153e+05,1.690106913039789069e+05
1.259394490192344840e+00,7.215798903005131137e+01,6.349802160766382003e+05,1.768229832242893754e+05
1.258594490192344928e+00,7.211215240644084190e+01,6.154596867151982151e+05,1.698761622771855036e+05
1.257794490192344794e+00,7.206631578283037243e+01,6.426525309774705674e+05,1.781252354093690228e+05
1.256994490192344882e+00,7.202047915921991716e+01,6.771497844240409322e+05,1.888889222911548859e+05
1.256194490192344970e+00,7.197464253560944769e+01,6.494604885885701515e+05,1.795802600838683429e+05
1.255394490192344836e+00,7.192880591199897822e+01,6.296593080839592731e+05,1.729348661079712329e+05
1.254594490192344924e+00,7.188296928838852295e+01,6.143762089767637663e+05,1.676427680832736951e+05
1.253794490192344790e+00,7.183713266477803927e+01,6.020547794004492462e+05,1.628977810395439155e+05
1.252994490192344879e+00,7.179129604116758401e+01,5.915499875061766943e+05,1.586031842902594653e+05
1.252194490192344967e+00,7.174545941755712875e+01,5.821448787334334338e+05,1.546074668778021587e+05
1.251394490192344833e+00,7.169962279394664506e+01,5.734034832729400368e+05,1.508185845642901259e+05
1.250594490192344921e+00,7.165378617033618980e+01,5.650396524297492579e+05,1.471908419259792718e+05
1.249794490192344787e+00,7.160794954672572032e+01,5.568573889223540900e+05,1.437104119845756795e+05
1.248994490192344875e+00,7.156211292311525085e+01,5.487057058014076902e+05,1.403829446277652460e+05
1.248194490192344963e+00,7.151627629950479559e+01,5.404740430325545603e+05,1.372336040442177036e+05
1.247394490192344829e+00,7.147043967589432611e+01,7.390837326353942044e+05,2.036767562803510518e+05
1.246594490192344917e+00,7.142460305228385664e+01,7.614088967025215970e+05,2.133848562985461613e+05
1.245794490192344783e+00,7.137876642867338717e+01,7.680569372006122721e+05,2.165612107501825667e+05
1.244994490192344871e+00,7.133292980506291769e+01,7.442332196633850690e+05,2.071651196337110014e+05
1.244194490192344960e+00,7.128709318145246243e+01,7.138813243155208183e+05,1.956464994829130301e+05
1.243394490192344826e+00,7.124125655784199296e+01,6.925185414422933245e+05,1.873880723949131207e+05
1.242594490192344914e+00,7.119541993423152348e+01,6.731964683623131132e+05,1.801178726018736197e+05
1.241794490192344780e+00,7.114958331062105401e+01,6.564286347517751856e+05,1.740498703008191369e+05
1.240994490192344868e+00,7.110374668701059875e+01,6.413968473535951925e+05,1.689170743319365138e+05
1.240194490192344956e+00,7.105791006340012927e+01,6.276349530613038223e+05,1.645478959774947725e+05
1.239394490192344822e+00,7.101207343978965980e+01,6.148640367414111970e+05,1.608147494081828627e+05
1.238594490192344910e+00,7.096623681617920454e+01,6.029095807275727857e+05,1.576129590521934442e+05
1.237794490192344998e+00,7.092040019256873506e+01,6.684128014231488341e+05,1.812838595960235980e+05
1.236994490192344864e+00,7.087456356895826559e+01,6.378631200969107449e+05,1.744181343580702087e+05
1.236194490192344952e+00,7.082872694534781033e+01,6.682987707449562149e+05,1.869848593642892374e+05
1.235394490192344819e+00,7.078289032173732664e+01,6.782446271842438728e+05,1.914515940005452430e+05
1.234594490192344907e+00,7.073705369812687138e+01,6.516146921143345535e+05,1.826226498186278041e+05
1.233794490192344995e+00,7.069121707451641612e+01,6.317773351764113177e+05,1.758395890757449670e+05
1.232994490192344861e+00,7.064538045090593243e+01,6.448631346354349516e+05,1.804662723742913804e+05
1.232194490192344949e+00,7.059954382729547717e+01,6.251327840795585653e+05,1.735681363874446251e+05
1.231394490192344815e+00,7.055370720368500770e+01,6.093435092318309471e+05,1.681260633061961562e+05
1.230594490192344903e+00,7.050787058007453822e+01,6.225023355262170080e+05,1.730864506339613872e+05
1.229794490192344991e+00,7.046203395646408296e+01,6.043729354839358712e+05,1.672339777862048359e+05
1.228994490192344857e+00,7.041619733285359928e+01,5.894425939875271870e+05,1.628318410441683664e+05
1.228194490192344945e+00,7.037036070924314402e+01,5.761699426941035781e+05,1.594111191691280692e+05
1.227394490192344811e+00,7.032452408563267454e+01,6.479008828081719112e+05,1.861871120460394886e+05
1.226594490192344900e+00,7.027868746202220507e+01,6.185833605608588550e+05,1.772044620378552645e+05
1.225794490192344988e+00,7.023285083841174981e+01,5.974471413950144779e+05,1.717691431230744638e+05
1.224994490192344854e+00,7.018701421480128033e+01,6.228365100756987231e+05,1.836699236475803191e+05
1.224194490192344942e+00,7.014117759119081086e+01,5.994898217343705473e+05,1.785753503794675635e+05
1.223394490192344808e+00,7.009534096758034138e+01,5.813828887509575579e+05,1.758534793861557555e+05
1.222594490192344896e+00,7.004950434396988612e+01,6.250900023249225924e+05,1.960027889983186906e+05
1.221794490192344984e+00,7.000366772035941665e+01,6.002414372407417977e+05,1.916854987468731415e+05
1.220994490192344850e+00,6.995783109674894718e+01,5.818267976088472642e+05,1.899951272019901662e+05
1.220194490192344938e+00,6.991199447313849191e+01,5.677404867586061591e+05,1.887509868949110387e+05
1.219394490192344804e+00,6.986615784952800823e+01,6.357235521552631399e+05,1.831323137925571646e+05
1.218594490192344892e+00,6.982032122591755297e+01,6.476269788179250900e+05,1.867705939636196999e+05
1.217794490192344981e+00,6.977448460230709770e+01,6.269368046045691008e+05,1.783051809422596125e+05
1.216994490192344847e+00,6.972864797869661402e+01,6.589634479465303011e+05,1.895407102645585255e+05
1.216194490192344935e+00,6.968281135508615876e+01,6.348988321798457764e+05,1.803764197560034518e+05
1.215394490192344801e+00,6.963697473147568928e+01,6.297994129852363840e+05,1.785499123991051747e+05
1.214594490192344889e+00,6.959113810786521981e+01,6.121592405801399145e+05,1.724068603546090890e+05
1.213794490192344977e+00,6.954530148425476455e+01,6.241404169840349350e+05,1.776926356198677677e+05
1.212994490192344843e+00,6.949946486064429507e+01,6.472730556280555902e+05,1.876497631004207942e+05
1.212194490192344931e+00,6.945362823703382560e+01,6.224162129677836783e+05,1.802173427619400318e+05
1.211394490192344797e+00,6.940779161342335613e+01,6.026872488858276047e+05,1.752909715197277546e+05
1.210594490192344885e+00,6.936195498981288665e+01,5.862365671845979523e+05,1.711626549574380042e+05
1.209794490192344973e+00,6.931611836620243139e+01,5.717601319625241449e+05,1.679543912936533161e+05
1.208994490192344839e+00,6.927028174259196192e+01,6.231191511217362713e+05,1.902812321064781281e+05
1.208194490192344928e+00,6.922444511898149244e+01,6.371204963837185642e+05,1.990598244478558772e+05
1.207394490192344794e+00,6.917860849537102297e+01,6.118419460823200643e+05,1.937443913487780665e+05
1.206594490192344882e+00,6.913277187176056771e+01,6.149477835834786529e+05,1.997778270960234513e+05
1.205794490192344970e+00,6.908693524815009823e+01,5.949821056797200581e+05,1.974734866863206844e+05
1.204994490192344836e+00,6.904109862453962876e+01,6.315713083068545675e+05,2.170184712015627010e+05
1.204194490192344924e+00,6.899526200092917350e+01,6.092309082422541687e+05,2.102161448863914993e+05
1.203394490192344790e+00,6.894942537731868981e+01,6.047648438923396170e+05,2.094111476230359985e+05
1.202594490192344878e+00,6.890358875370823455e+01,6.302930460934479488e+05,2.198725110245080723e+05
1.201794490192344966e+00,6.885775213009777929e+01,6.214064412750897463e+05,2.169438326310855919e+05
1.200994490192344832e+00,6.881191550648729560e+01,6.132023177601952339e+05,2.141984246893090894e+05
1.200194490192344920e+00,6.876607888287684034e+01,6.412451144943474792e+05,2.253981444308715581e+05
1.199394490192344787e+00,6.872024225926637087e+01,6.280008295254432596e+05,2.204613109722702357e+05
1.198594490192344875e+00,6.867440563565590139e+01,6.828995264822215540e+05,2.419811736875216884e+05
1.197794490192344963e+00,6.862856901204544613e+01,6.620735164192717057e+05,2.342667676865285321e+05
1.196994490192344829e+00,6.858273238843497666e+01,6.674446115969854873e+05,2.368310244054515206e+05
1.196194490192344917e+00,6.853689576482450718e+01,6.530995583198081004e+05,2.316453587139162119e+05
1.195394490192344783e+00,6.849105914121403771e+01,6.423604484829334542e+05,2.278810144500860188e+05
1.194594490192344871e+00,6.844522251760356824e+01,6.572146491043544374e+05,2.322006232640052040e+05
1.193794490192344959e+00,6.839938589399311297e+01,6.742695319722322747e+05,2.371858733541144757e+05
1.192994490192344825e+00,6.835354927038264350e+01,7.011967020565253915e+05,2.493685089079850295e+05
1.192194490192344913e+00,6.830771264677217403e+01,6.801404495388766518e+05,2.393217400357769220e+05
1.191394490192344779e+00,6.826187602316170455e+01,6.648704993782511447e+05,2.316596709068708005e+05
1.190594490192344868e+00,6.821603939955124929e+01,6.527301932022931287e+05,2.253759539812690346e+05
1.189794490192344956e+00,6.817020277594077982e+01,6.424635083665944403e+05,2.199765832531256019e+05
1.188994490192344822e+00,6.812436615233031034e+01,6.333559713554752525e+05,2.152035423273667693e+05
1.188194490192344910e+00,6.807852952871985508e+01,6.249716280020463746e+05,2.109129598648830433e+05
1.187394490192344998e+00,6.803269290510938561e+01,6.170540757206453709e+05,2.069996981245783099e+05
1.186594490192344864e+00,6.798685628149891613e+01,7.002800345010372112e+05,2.401119793698164576e+05
